,Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,Tenure_year,Years_x_Num_Sites,Log_Total_Purchase
562,Walter Bates,40.0,10180.59,1,6.5,10.0,2012-10-08 09:19:49,"58605 Wiley Manor Apt. 796 Atkinstown, TX 41691",Jones LLC,0,Old,65.0,9.228336466513452
563,Rita Young,44.0,8748.36,1,6.32,10.0,2015-06-10 18:31:32,"4331 Quinn Fords Suite 546 Traceyfort, CO 47194-7606","Butler, Riggs and Brown",0,Old,63.2,9.076735833819448
564,David Sanders,41.0,8021.05,1,3.16,9.0,2016-05-10 16:14:32,Unit 6283 Box 6735 DPO AP 09454-8286,Wilson PLC,0,Mid,28.44,8.98994927917021
565,Thomas Richardson,44.0,10445.76,0,7.02,8.0,2014-11-10 14:08:10,"8204 Leach Point Suite 900 Port Melissafort, TN 80024",Schmidt-Schroeder,0,Old,56.16,9.254047161471297
566,Victoria Shaffer,34.0,9919.38,0,4.43,8.0,2015-06-08 02:01:43,"2776 Maxwell Falls Lake Brian, MP 68585-6704",Green LLC,0,Mid,35.44,9.202346505996857
567,Dwayne Ryan,39.0,10741.9,0,5.48,8.0,2013-09-03 00:30:34,"676 Carlos Port Apt. 925 Anitamouth, VA 05134-0836",Williams and Sons,0,Mid,43.84,9.282000350236363
568,David Moore,40.0,7380.48,1,6.45,7.0,2007-04-09 21:22:10,Unit 8071 Box 5003 DPO AE 63421-4620,"Harris, Carter and Brown",0,Old,45.15,8.906729439494079
569,Matthew Huffman,45.0,9649.26,1,3.77,9.0,2016-09-05 00:40:38,"1651 Amber Court Lake Robert, ND 52826","Johnson, Brown and Frazier",0,Mid,33.93,9.174740136975256
570,Mary Kent,42.0,9349.99,1,4.38,7.0,2011-09-12 19:21:29,Unit 0590 Box 7532 DPO AE 12062-5301,Houston-Cuevas,0,Mid,30.66,9.143237499030533
571,Molly Young,46.0,12849.1,0,4.97,8.0,2014-03-08 18:34:21,"54656 Grant Junctions Suite 070 New Toni, NM 42346","Silva, Wolfe and Ross",0,Mid,39.76,9.461106872394252
572,Eric Castro,38.0,10770.82,0,4.99,10.0,2016-06-19 01:23:45,"80338 Scott Trail New Sandraview, WV 30882",Campbell-Willis,0,Mid,49.900000000000006,9.284688743803017
573,Tammy Johnson,35.0,8828.59,0,6.77,9.0,2008-07-23 06:09:07,"653 Smith Avenue South David, GA 19037","Carr, Mills and Wilson",0,Old,60.92999999999999,9.085863859903897
574,Mallory Powell,48.0,9921.89,0,3.73,9.0,2013-09-15 19:40:50,"6312 Stuart Stravenue Port Wesleychester, MN 71667-5670",Carter-Novak,0,Mid,33.57,9.202599488495547
575,Michael Nichols,45.0,6977.56,0,6.94,11.0,2007-02-24 23:32:47,"13664 Brandon Trail Robertshire, AK 53957",Rogers-Davis,0,Old,76.34,8.850597870747949
576,Jason Stevenson,44.0,8580.85,0,5.52,10.0,2011-07-25 18:58:34,"605 Stephen Glens Lake Juan, SD 28552","Cruz, Moore and Olsen",0,Mid,55.199999999999996,9.057404786955466
577,Andrea Warner,46.0,10469.5,0,6.54,10.0,2011-03-24 17:01:00,"753 Hernandez Pines Apt. 505 North Manuelstad, MI 14141-9782",Bailey LLC,0,Old,65.4,9.256317058216206
578,Susan Casey,55.0,8907.17,1,7.6,11.0,2016-07-01 23:17:56,"8392 Jose Islands Apt. 208 Davisbury, MA 60135-6097",Jenkins and Sons,0,Old,83.6,9.094724112164627
579,Billy Garner,46.0,10050.61,0,4.99,7.0,2009-06-11 13:24:18,"68569 Sharon Centers Apt. 331 West Ryanport, FM 66389-2936",Brooks Inc,0,Mid,34.93,9.215488099661707
580,Matthew Dixon,38.0,10522.6,1,5.46,10.0,2007-12-27 12:11:14,"498 Oliver Station Suite 474 Lake Traceyberg, NV 37689-1762",Mata LLC,0,Mid,54.6,9.261375633076007
581,Jessica Sharp,34.0,9265.59,0,5.77,8.0,2013-06-24 06:57:13,"597 Jones Passage Apt. 958 Fischerbury, AK 60046",Pittman Inc,0,Mid,46.16,9.134170737595099
582,Elizabeth Drake,40.0,10930.16,1,6.63,7.0,2014-05-28 16:08:41,"540 Benjamin Villages East Ashley, TN 27044-8930",Francis-Powers,0,Old,46.41,9.299372705456861
583,Tina Schmidt,45.0,10668.91,0,7.21,8.0,2011-09-21 05:53:13,"253 Megan Drive Apt. 447 Berryport, AL 03400-5942",Hall Ltd,0,Old,57.68,9.27518290939612
584,Elizabeth Kennedy,47.0,11335.97,0,6.84,6.0,2014-06-26 02:50:21,"07770 Henry Ways Suite 523 Larsonchester, NE 05818","Davis, Curry and Wallace",0,Old,41.04,9.335824345811398
585,Brandy Martinez,41.0,12247.91,0,5.08,9.0,2006-06-30 11:15:49,USNV Mcgee FPO AA 17726-1322,Smith Ltd,0,Mid,45.72,9.413192232422118
586,Trevor Henderson,47.0,9303.43,0,5.5,8.0,2010-04-14 20:39:00,USCGC Bailey FPO AA 06202-5064,Johnson-Rodriguez,0,Mid,44.0,9.13824590981154
587,Brandi Bryan,38.0,9826.29,0,4.93,8.0,2010-09-01 08:46:37,"502 Kenneth Trace Apt. 355 Huntshire, HI 51078","Graham, Wilson and Rios",0,Mid,39.44,9.192918488459206
588,Curtis Robinson,37.0,10565.59,0,4.76,10.0,2006-01-28 01:22:53,"59027 Andrea Neck Apt. 438 North Makaylaside, OR 67470-1233",Pearson-Gonzales,0,Mid,47.599999999999994,9.265452415650437
589,Daniel Barton,44.0,9855.18,0,6.94,7.0,2011-10-06 20:04:28,"551 Davis Crescent New Aliciaport, TX 94552-1600",Davidson Group,0,Old,48.580000000000005,9.195853948593548
590,Carolyn Cabrera,51.0,7810.06,0,5.99,9.0,2012-09-08 19:53:53,"728 Sanders Centers Suite 047 Codyview, VI 66568",Friedman-Smith,0,Mid,53.910000000000004,8.963295957055639
591,Mary Marshall,39.0,11144.51,0,4.25,9.0,2008-07-03 11:04:14,"57559 Kelli Stream Apt. 332 Dunlapburgh, CA 43743-8629",Chavez-Patterson,0,Mid,38.25,9.31879200520368
592,Thomas Campbell,36.0,8931.09,1,7.55,7.0,2006-09-13 04:18:55,"PSC 9216, Box 6338 APO AP 73140",Williams LLC,0,Old,52.85,9.09740568904005
593,Christopher Clark,50.0,8929.88,0,5.63,7.0,2012-04-22 17:32:15,"69666 Christian Forges Lake Noah, IL 14397",Thompson-Mcdonald,0,Mid,39.41,9.097270213248303
594,Rose White,35.0,9435.2,1,6.23,7.0,2006-03-29 18:27:06,"715 Ellis Squares New Kathleenland, NY 05913",Vang-Stewart,0,Old,43.61,9.152308635724735
595,Derek Martinez,40.0,11553.65,1,4.43,6.0,2011-08-29 06:35:54,"3004 Nash Freeway North Craigville, CT 24488",Kramer PLC,0,Mid,26.58,9.354843232331948
596,Wendy Key,60.0,9621.04,1,7.65,8.0,2013-06-03 07:43:23,"98190 Gonzalez Drives Apt. 592 Lake Oliviachester, VT 54602-1656","Taylor, Johnson and George",0,Old,61.2,9.171811579390646
597,Lisa Fisher,43.0,11401.42,0,3.63,10.0,2014-08-23 17:03:38,"7234 Amy Forge Suite 123 East Sarah, DC 50257-3728",Davis Inc,0,Mid,36.3,9.341580892555982
598,Kyle Hinton,43.0,10491.4,1,4.23,8.0,2014-09-14 06:55:15,"7029 Fowler Pike Heathermouth, OK 59658-7247","Woods, Herrera and Fritz",0,Mid,33.84,9.258406464545223
599,Travis Howell,44.0,10585.86,0,5.54,8.0,2006-03-23 14:01:51,"946 Glass Cliffs Suite 105 Ashleemouth, GU 89701-5653",Schroeder-Phillips,0,Mid,44.32,9.26736888849095
600,Vanessa Donaldson,52.0,10697.72,0,8.35,8.0,2013-05-14 23:24:10,"08605 Scott Stream Apt. 968 New Andrea, DC 08316-2838",Davis Group,0,Old,66.8,9.277879387125992
601,Kathy Robertson,37.0,11430.75,0,5.99,10.0,2015-02-01 20:11:15,"7260 Boyd Shoal Thomasshire, MI 49243",Graham LLC,0,Mid,59.900000000000006,9.344149850931117
602,Katie Nichols,48.0,8465.53,1,4.98,9.0,2008-06-09 15:15:27,"PSC 5066, Box 5675 APO AP 96072-8914",Murray Inc,0,Mid,44.82000000000001,9.043876022475956
603,Shannon Miller,35.0,7759.15,1,6.06,10.0,2013-07-18 22:25:07,"826 Ross Causeway Wardshire, ME 25891",Nelson LLC,0,Old,60.599999999999994,8.95675694288735
604,Stacy Marshall,42.0,13081.64,0,4.66,9.0,2012-12-05 13:03:25,"896 Kevin Orchard Apt. 755 West Rogerchester, KY 62941",Daniels LLC,0,Mid,41.94,9.47904143950766
605,Heather Little,33.0,4711.89,0,4.97,7.0,2009-09-24 01:06:30,"158 Aaron Station Apt. 788 Millsport, VA 88018",Vaughan Group,0,Mid,34.79,8.458056586952651
606,Jose Rowland,36.0,12252.57,0,5.13,8.0,2014-11-02 19:43:34,"186 Macdonald Causeway Woodstown, KY 52059-9294","Ross, Martinez and Dawson",0,Mid,41.04,9.413572602087244
607,Brittany Martinez,39.0,13029.61,1,4.83,8.0,2015-09-11 02:41:26,"4019 James Street Apt. 731 North Carmen, OK 01929","Ryan, Mcdonald and Garcia",0,Mid,38.64,9.47505648406531
608,Charles Ellison,43.0,10746.69,0,8.62,9.0,2011-08-30 12:50:46,"7082 Paul Divide Suite 132 New Nicolas, WI 35732",Mills Group,0,Old,77.58,9.282446126744064
609,Dr. Kathleen Wiley,45.0,8665.79,0,5.09,9.0,2008-08-31 05:40:54,"1615 Angela Valley Henryfurt, ID 45145-3704",Clark Group,0,Mid,45.81,9.067253759003483
610,Justin Roman PhD,34.0,5447.16,1,4.13,9.0,2014-01-13 16:11:54,"489 Daniel Way Suite 895 West Yeseniamouth, ME 71475","Horton, Byrd and Hernandez",0,Mid,37.17,8.603033215973724
611,Daniel Todd,37.0,9772.95,1,3.81,8.0,2013-06-19 11:25:41,"7960 Ryan Circles Wilcoxhaven, ME 98912",Vega-Moss,0,Mid,30.48,9.187475962204164
612,Eugene Robertson,41.0,7464.08,0,3.74,8.0,2008-10-03 00:42:38,"87999 Knight Pine Apt. 281 Morenoland, ID 20602-9996",Miller-Wagner,0,Mid,29.92,8.917991426593698
613,Frank Chase,39.0,6168.66,1,4.71,8.0,2006-05-01 11:26:28,USNS Potts FPO AA 56275,"Harvey, Thompson and Moss",0,Mid,37.68,8.727399010032618
614,Nancy Martin,34.0,12567.53,0,3.36,11.0,2009-02-04 10:00:51,"512 Wesley Stream West Scottborough, ND 44332-3438",Diaz-Osborne,0,Mid,36.96,9.438951349638282
615,Duane Mcdonald,55.0,8280.03,0,6.33,5.0,2013-07-31 03:51:53,USNV Nielsen FPO AA 31326,Armstrong-Hicks,0,Old,31.65,9.021722635778014
616,Heather Daniel,36.0,11274.98,0,4.12,10.0,2015-03-24 15:09:50,"25793 Phillips Cliff Travisview, WV 48402-6882","Martin, Dickerson and Roberson",0,Mid,41.2,9.330430078553821
617,Michelle Berry,42.0,9635.87,1,2.43,9.0,2013-10-12 16:06:29,"091 Mark Drive Suite 656 East Mirandaton, LA 67137-0061",Clark and Sons,0,New,21.87,9.173351646085091
618,Claire Rivera,48.0,13743.12,1,4.83,7.0,2016-05-24 04:02:24,"35166 Roberta Skyway Coreyfort, MO 59637-8470","Wade, Rowland and Jenkins",0,Mid,33.81,9.528366375268575
619,Benjamin Huff,45.0,8871.53,0,3.76,8.0,2007-06-03 12:55:46,"205 Hall Mission Apt. 211 South Matthew, HI 81737-8521","Hurley, Moody and Gomez",0,Mid,30.08,9.090715265749086
620,Bradley Chambers,37.0,8818.03,1,2.89,9.0,2014-04-05 18:26:39,"PSC 6159, Box 4526 APO AA 00585",Wilson LLC,0,New,26.01,9.084667165628625
621,Terry Kelley,37.0,9788.78,0,5.24,7.0,2013-02-25 23:36:03,USCGC Lee FPO AE 62096-3283,Long-Williams,0,Mid,36.68,9.189094263361946
622,Kenneth Fuller,34.0,6131.92,0,4.17,9.0,2013-02-13 03:34:18,"12801 Mcdowell Meadows Suite 614 Port Susanshire, OH 89980","Campbell, Williams and Mccarty",0,Mid,37.53,8.721426261353724
623,Stephen Reed,40.0,12043.27,1,5.04,7.0,2013-02-14 03:05:33,"486 Washington Fields Josephhaven, VI 31007",Todd LLC,0,Mid,35.28,9.396344307151745
624,Angela Holloway,40.0,12919.92,0,4.23,11.0,2009-10-29 16:25:56,"7488 Dana Mountain Suite 133 Lake Desireeport, MD 40139-0534",Ray-Rodriguez,0,Mid,46.53,9.466602982231805
625,David Carter,38.0,10367.14,0,5.92,9.0,2014-11-02 20:45:38,"478 Wilson Gateway Apt. 606 New Tanyafort, WA 18702",White Group,0,Mid,53.28,9.24649292158731
626,Nancy Bartlett,44.0,9063.16,1,4.76,8.0,2012-12-17 04:57:51,"862 Parks Center Apt. 794 Barrfort, NV 83967-0913",Porter-Dunn,0,Mid,38.08,9.112083454802706
627,Jason Hebert,40.0,10606.97,1,4.11,10.0,2013-03-19 10:44:41,"26996 Nicole Ridge Suite 342 Lake Robertside, OK 04293",Hawkins-Escobar,0,Mid,41.1,9.269360884367346
628,Gerald Mullins,42.0,8558.52,0,5.36,7.0,2009-04-06 17:54:25,"10282 Megan Island Port Carla, FM 85303-6406",Hamilton PLC,0,Mid,37.52,9.054799392797184
629,James Smith,43.0,11375.25,1,5.09,9.0,2013-04-29 23:11:25,"6510 Debra Estates Port Lucasberg, NY 90239-6448","Cooper, Martin and Reid",0,Mid,45.81,9.339283127891566
630,Samantha Munoz,48.0,8514.24,0,4.61,9.0,2007-09-21 20:21:59,"68861 Clarke Trail Apt. 668 Bakerchester, OK 24227",Garza Inc,0,Mid,41.49,9.049612778254486
631,Megan Smith,39.0,12019.93,0,4.87,10.0,2010-09-26 03:46:36,"733 Sophia Springs Suite 169 East Shawn, MO 90668-3810",Stanley and Sons,0,Mid,48.7,9.394404576144467
632,Gregory Chandler,38.0,9419.66,1,5.24,9.0,2006-03-26 00:38:02,"863 Marquez Brooks West Tommychester, MT 16982-2044",Gomez-Petersen,0,Mid,47.160000000000004,9.15066042881033
633,Crystal Smith,33.0,10309.71,1,2.96,7.0,2014-01-28 07:38:46,"893 Carla Trace Suite 132 Lake Aliciaport, AR 87567","Chan, Patterson and Smith",0,New,20.72,9.240938439819345
634,Juan Simmons PhD,47.0,10313.06,0,5.44,8.0,2010-08-11 02:42:38,"496 Watts Roads East Alejandro, NC 70921-5585",Martinez PLC,0,Mid,43.52,9.241263291929643
635,Monica Downs,34.0,13460.92,1,3.67,7.0,2007-05-25 08:54:55,"53283 Collins Walk Suite 363 South Shawnfort, MS 76289",Green PLC,0,Mid,25.689999999999998,9.507620237899607
636,Paul Wilson,54.0,10216.59,0,2.77,7.0,2008-01-17 16:01:24,"8764 Wilson Plaza New Sharonview, MT 83968","Williams, Mcintyre and Burns",0,New,19.39,9.23186602381657
637,Sandra Hogan,37.0,12766.24,0,3.72,9.0,2010-06-14 20:59:29,"12928 Heather Island Apt. 889 East Michelle, KY 96712-4016",Yu-Murillo,0,Mid,33.480000000000004,9.454637794108454
638,Anna Wood,38.0,11360.99,0,4.5,7.0,2008-06-08 05:26:39,"33021 Cody Falls Apt. 693 Bellfort, NM 76335-9037",Miranda-Sloan,0,Mid,31.5,9.338028852989947
639,Patrick Edwards,47.0,9166.22,0,3.51,9.0,2015-03-19 05:04:02,"215 Gardner Islands Apt. 747 East Jonathanmouth, AL 62844-5315",Pierce and Sons,0,Mid,31.589999999999996,9.123389356801106
640,Matthew Clayton,41.0,8996.04,1,6.19,9.0,2011-04-20 06:33:42,"866 Huffman Ports Suite 795 South Stacyport, KS 32492",Morgan and Sons,0,Old,55.71,9.104650913333655
641,Mark Marquez,55.0,9743.57,0,5.89,8.0,2009-11-07 05:41:15,"631 Christopher Mount South Abigailport, LA 19480",Martin-Cobb,0,Mid,47.12,9.18446548577571
642,Alexis Allen,43.0,7686.13,1,7.17,8.0,2016-09-27 07:00:35,"7448 Jason Ridges Heatherfort, GU 92916-6774",Jones and Sons,0,Old,57.36,8.947302780875184
643,Melissa Coleman,29.0,13255.05,1,4.89,8.0,2016-02-21 14:20:41,"9334 Colleen Passage Apt. 344 Michelleberg, MD 31481","Gonzalez, Abbott and Lane",0,Mid,39.12,9.492209330976172
644,Terry Curtis MD,48.0,8403.02,0,3.61,11.0,2016-03-13 07:22:59,"080 Jamie Way Cartermouth, MA 05582",Blackburn-Bush,0,Mid,39.71,9.036465441781193
645,Jessica Campbell,43.0,7277.27,1,5.98,8.0,2014-09-20 03:34:14,"510 Armstrong Square Davisshire, SC 57672-9166",Bates and Sons,0,Mid,47.84,8.892648475587862
646,Brandon Wilson,32.0,8575.71,0,4.26,9.0,2006-11-15 14:58:19,Unit 6545 Box 5723 DPO AP 79461,"Parker, Hoffman and Pugh",0,Mid,38.339999999999996,9.056805669062852
647,Meghan Jackson,46.0,9844.79,0,3.57,11.0,2010-03-01 10:44:43,"6574 Travis Extensions New Casey, RI 40982",Phillips-Peters,0,Mid,39.269999999999996,9.194799231632434
648,Jeffrey Simpson,42.0,7529.23,1,5.86,7.0,2006-02-15 12:09:15,"913 Thomas Dale Harristown, OR 05449-4141","Thompson, Vaughan and House",0,Mid,41.02,8.926680864816177
649,Cheryl Hernandez,46.0,4111.4,0,3.93,8.0,2010-02-18 18:40:00,"7772 Elizabeth Ridge North Chloe, AL 79941",Beltran Group,0,Mid,31.44,8.321762078668563
650,Amy Riddle,45.0,8389.84,1,6.81,5.0,2009-08-19 08:06:04,"4964 Page Estate East Richardmouth, OK 43652",Parker PLC,0,Old,34.05,9.034895913639172
651,Linda Moore,40.0,7864.63,0,4.56,9.0,2008-11-09 19:53:58,"2736 Sharon Spring South Joshuafort, FM 69643",Wilson PLC,0,Mid,41.04,8.970257914000872
652,Carol Bush,39.0,8677.62,0,5.2,7.0,2007-02-26 18:24:44,"210 Ray Estates East Debbie, SD 40157-2687",Miller-Morgan,0,Mid,36.4,9.068617808839639
653,Gail Lopez,25.0,9672.03,0,5.49,8.0,2006-02-01 04:16:13,Unit 8122 Box 5528 DPO AP 49927,"Chapman, Howard and Campos",0,Mid,43.92,9.177096879594052
654,Joseph Bauer,33.0,11370.28,1,4.4,6.0,2010-08-03 19:38:23,"580 Beasley Junctions Apt. 927 Woodston, AZ 17941",Patterson LLC,0,Mid,26.400000000000002,9.338846157365175
655,Kayla Foley,44.0,13915.9,0,4.61,9.0,2008-04-04 04:04:53,"636 Dana Spurs Apt. 334 West Amytown, NC 29641","Campbell, Velasquez and Porter",0,Mid,41.49,9.540859207937402
656,Teresa Reyes,35.0,10999.05,0,4.76,10.0,2009-08-02 13:41:53,"831 Heidi Stream Apt. 991 West Taylorstad, ID 48825-5453","Mendez, Harris and Gordon",0,Mid,47.599999999999994,9.305655097224722
657,Shannon Potter,39.0,7636.98,0,5.56,9.0,2013-02-20 07:41:36,"741 Nicole Via Apt. 202 Lake Darrellberg, WI 22772","Riddle, Baldwin and Brown",0,Mid,50.04,8.94088844929552
658,Barbara Singleton,38.0,9461.83,0,4.9,10.0,2012-02-08 14:55:41,"176 Cheryl Plains Suite 253 Harrisonmouth, PW 17373-8223",Kennedy and Sons,0,Mid,49.0,9.155126771642227
660,Tami Smith,53.0,9655.25,0,4.44,10.0,2006-10-19 01:12:04,"30920 Bell Passage Suite 036 Annafort, PR 57518-0173",Neal and Sons,0,Mid,44.400000000000006,9.175360653080157
661,Brandon Hunter,45.0,15188.65,0,6.17,8.0,2010-07-07 22:11:21,"285 Rhonda Harbors Trevinochester, TX 18888-5407",Ramos PLC,0,Old,49.36,9.628369553849705
662,Lisa Rodriguez,49.0,14124.0,1,3.02,10.0,2014-12-17 02:27:36,"567 Ian Loop Lambertberg, MA 68810-6480","Rocha, Wagner and Chandler",0,Mid,30.2,9.555701556014641
663,Eric Martin,44.0,14155.97,1,6.99,8.0,2006-05-31 09:24:41,"162 Paul Freeway Apt. 301 New Jessicaton, SC 29138",Warner-Welch,0,Old,55.92,9.557962361299223
664,Sharon Hull,37.0,11294.26,0,4.95,10.0,2007-09-11 16:04:00,USCGC Collier FPO AE 40469-8677,Bradley-White,0,Mid,49.5,9.332138447672142
665,Allison Clark DDS,43.0,14241.75,0,3.73,12.0,2006-11-07 11:32:51,"PSC 9202, Box 1991 APO AA 75619",Robinson-Perez,0,Mid,44.76,9.564003284298618
666,Nicholas Williams,43.0,11334.3,0,3.47,9.0,2014-01-21 22:14:47,"600 Rachel Manor Port Mary, SD 03631-0936",Haley Inc,0,Mid,31.23,9.335677029287467
667,Wanda Hess,34.0,7818.13,0,6.11,8.0,2006-02-03 01:45:25,"3334 Alvarez Streets Apt. 358 Joyceton, MH 42340-8249",Mccarty-Stevens,0,Old,48.88,8.96432857415333
668,Fernando Ramsey,47.0,11520.18,1,5.07,9.0,2014-04-12 09:09:43,"73285 Norman Ramp Apt. 829 Tommyport, ID 38974-8331",Anderson-Palmer,0,Mid,45.63,9.351942359559787
669,Sylvia Crawford,47.0,7996.78,1,5.45,8.0,2009-07-23 06:05:22,"032 Craig Lane Robertstown, AK 35233",Nguyen-Grant,0,Mid,43.6,8.986919282151723
670,Trevor Burns,27.0,8628.8,1,5.3,7.0,2016-11-04 08:58:24,"2786 Collins Loaf Susanchester, CT 84620-3615",King LLC,0,Mid,37.1,9.062976608837898
671,Kristen Terry,39.0,10292.19,0,4.99,8.0,2015-12-11 03:06:28,"2091 Antonio Tunnel Apt. 841 Gibsonburgh, GU 98706",Rodriguez Group,0,Mid,39.92,9.239237790503184
672,Mr. Joseph Garcia,32.0,11540.86,0,3.0,7.0,2008-12-30 08:28:26,"3028 Robles Road South Megan, CT 13834-0339","Zuniga, Clark and Shaffer",0,New,21.0,9.353735705583762
673,Lauren Nelson,40.0,7490.92,0,4.75,5.0,2013-05-08 20:26:59,"341 Benjamin Knolls Robertview, ND 28469-9018",Hall Inc,0,Mid,23.75,8.921580385450374
674,Frank Coleman,39.0,4316.73,1,4.79,9.0,2006-06-16 14:31:30,"686 Bonnie Locks Suite 704 Hayesburgh, SD 23695-5265",Pollard-Lambert,0,Mid,43.11,8.370485080171148
675,Faith Sanchez,41.0,11738.88,0,7.27,9.0,2009-06-26 18:06:47,"390 Johnson Glen Apt. 475 East Dawnbury, ME 42067",Frazier and Sons,0,Old,65.42999999999999,9.370746871864771
676,Catherine Johnston,38.0,15509.97,0,4.65,8.0,2006-06-07 02:38:21,"590 Ware Mission East Markhaven, PR 46489","Thomas, Marks and Hurst",0,Mid,37.2,9.649302794511604
677,Anthony Green,52.0,12010.74,0,5.09,8.0,2010-02-26 16:33:36,"824 Ryan Orchard Rebeccabury, FL 02869","Miller, Gardner and Harris",0,Mid,40.72,9.39363978384732
678,Justin Brady,43.0,5907.07,0,5.89,8.0,2011-12-02 01:22:55,"9462 Samuel Place Lake Jamie, WV 34853",Hunter LLC,0,Mid,47.12,8.684074491922312
679,Hector Anderson,39.0,10510.95,0,2.87,9.0,2009-06-28 11:42:32,"321 Perez Village Ericaview, GU 17997",Rodriguez Inc,0,New,25.830000000000002,9.260267984244281
680,Jessica Hudson,43.0,8914.46,0,6.49,7.0,2008-04-21 23:26:57,"7255 Weber Port Davischester, ND 95345-7872","Smith, Marshall and Conway",0,Old,45.43,9.095542127395701
681,Brittney Nichols,38.0,5353.97,0,6.25,9.0,2012-01-17 00:39:22,"85040 Denise Mills West Lynn, TN 21871","Johnson, Mills and Murphy",0,Old,56.25,8.58578038062526
682,Mary Davis,36.0,12495.15,0,4.86,9.0,2016-08-06 11:44:18,"5304 Richards Run Apt. 960 Lake Emilyville, VA 21428","Jordan, Guerrero and Hoffman",0,Mid,43.74,9.43317587584865
683,Paula Rivera,45.0,13118.56,0,4.89,7.0,2010-05-16 09:00:45,"2518 Vargas Highway Suite 437 Port Briannaburgh, PA 26077","Rodriguez, Mcguire and Johnson",0,Mid,34.23,9.48185952535035
684,Lisa Munoz,39.0,5846.65,1,6.65,9.0,2007-03-27 15:23:44,"504 Knight Lodge Apt. 985 Annastad, NV 86484",Anderson Group,0,Old,59.85,8.673795150117357
685,Kimberly Carrillo,37.0,7239.49,1,5.01,9.0,2013-04-18 06:03:00,"513 Bullock Alley New Diane, NM 39999",Rodriguez PLC,0,Mid,45.089999999999996,8.887444162647615
686,Charles Thompson,36.0,14003.88,1,3.54,6.0,2007-03-25 22:58:58,"066 Jenkins Walks Barbaramouth, LA 76409",Sawyer and Sons,0,Mid,21.240000000000002,9.54716111928906
687,Jasmin Sullivan,43.0,9891.3,0,5.75,11.0,2015-03-29 18:43:13,"22500 Paul Port Apt. 531 Nolanmouth, LA 85060-3073",Bailey-Rose,0,Mid,63.25,9.19951195571884
688,Christopher Martin,39.0,9655.42,1,5.5,8.0,2011-01-09 16:47:27,"2910 Deborah Haven Apt. 221 Gomezstad, PW 18580-1005","Wise, Nichols and Allen",0,Mid,44.0,9.17537825810318
689,Richard Gonzalez,49.0,7904.67,0,5.58,6.0,2008-05-11 06:32:13,"PSC 2039, Box 7808 APO AP 35117",Lee and Sons,0,Mid,33.480000000000004,8.975335502535183
690,Christopher Price,43.0,10598.35,1,6.72,8.0,2006-01-14 22:09:05,"PSC 8020, Box 7594 APO AE 50638",Porter-Johnson,0,Old,53.76,9.268547957465247
691,Jeremy Garcia,31.0,10182.6,1,3.77,8.0,2012-10-19 02:30:29,"0414 Ellis Creek Apt. 971 Gailberg, WV 99255-4310",King LLC,0,Mid,30.16,9.228533862168147
692,Kevin Hebert,41.0,11316.69,0,6.23,10.0,2007-04-14 21:21:11,"281 Phyllis Port West Jessica, VT 75528-7229",Castro-Kline,0,Old,62.300000000000004,9.334122267329123
693,Jessica Morris,43.0,6065.64,1,4.86,7.0,2011-01-26 13:35:32,"69465 Murphy Harbor Bishopchester, MP 09567",Hernandez Ltd,0,Mid,34.02,8.71056018878272
694,Wendy Wells,41.0,8907.76,0,6.99,7.0,2016-09-09 03:56:57,"81421 Joseph Canyon Apt. 100 Josephton, MT 11927-8464","Sanchez, Ferguson and Ramos",0,Old,48.93,9.094790341307382
695,Amanda Barnett,45.0,9773.22,1,3.79,10.0,2009-04-06 09:14:47,"205 Campbell Highway Port Wyatt, AK 84887-4000",Lee Ltd,0,Mid,37.9,9.187503586273325
696,Willie George II,32.0,9036.27,0,7.14,11.0,2010-06-29 07:19:00,Unit 5118 Box 3795 DPO AA 27599,"Murphy, Davis and Zimmerman",0,Old,78.53999999999999,9.10911241662727
697,Troy Burke,50.0,8193.77,0,5.13,8.0,2011-09-30 21:43:15,"2819 Wright Summit Nicholasmouth, CT 05051-3807",Austin LLC,0,Mid,41.04,9.011251424890238
698,Kyle Mcguire,30.0,10183.98,1,5.14,9.0,2009-02-13 23:12:29,"1005 Kevin Mews Bennettmouth, VI 93240-6963","Smith, Salazar and Ward",0,Mid,46.26,9.228669364986912
699,Adam Harris,44.0,9815.03,1,4.9,9.0,2016-05-29 06:00:09,"40488 Michael Forge Lake Heatherbury, OK 21867","Smith, Oconnor and Brown",0,Mid,44.1,9.191772042620796
700,Roy Marshall,43.0,6098.15,0,3.74,8.0,2014-02-19 04:42:17,"55334 William Square Kaylaland, TN 06847-1171","Harrison, Cox and Russell",0,Mid,29.92,8.715904696189794
701,Lisa Lee,45.0,13100.75,1,7.79,10.0,2010-08-05 01:45:27,"04983 Johnson Park Elizabethfurt, MT 88532",Clark-Dawson,0,Old,77.9,9.48050108805345
702,Marc Price,40.0,10638.66,0,4.35,10.0,2008-07-26 11:52:14,"9411 Robinson Corners Apt. 595 North Samuelborough, GA 97735",Hayes-Hill,0,Mid,43.5,9.27234380749785
703,James Griffin,52.0,9519.64,0,5.61,8.0,2015-05-12 19:35:08,Unit 5498 Box 5539 DPO AP 33602,Walker Ltd,0,Mid,44.88,9.161217352416541
